SessionID,WindowNumber,Acc_X_mean,Acc_X_std,Acc_Y_mean,Acc_Y_std,Acc_Z_mean,Acc_Z_std,Contact_size_mean,Contact_size_std,Deltas_0_mean,Deltas_0_median,Deltas_0_std,Deltas_1_mean,Deltas_1_median,Deltas_1_std,Gyr_X_mean,Gyr_X_std,Gyr_Y_mean,Gyr_Y_std,Gyr_Z_mean,Gyr_Z_std,Press_count,Pressure_mean,Pressure_std
arcadia,0,-0.31938650703999993,0.17781880422645577,8.096902772,0.25398798408695333,5.527828696,0.3713470407752078,0.2026143966666667,0.00452823321678924,6111.0,6111.0,,97.0,97.0,26.870057685088806,0.008479763529999997,0.08266951926549956,0.007201407486,0.06594718885356406,0.005049507192000001,0.034394417798571074,4,0.2026143966666667,0.00452823321678924
arcadia,1,-0.5642654568000002,0.14496328421550653,8.214601620000002,0.13464735322184626,5.375748988000001,0.2184396308646206,0.192156875,0.01358472274437847,5563.0,5563.0,517.6021638285528,220.0,220.0,134.35028842544403,-0.0047725301720000024,0.07054382308857812,-0.003025443252000003,0.06798726570632078,0.0031106670839999994,0.04066158133835634,4,0.192156875,0.01358472274437847
arcadia,2,-0.5502833172600001,0.16358516659523106,8.253579352000001,0.18370400179049434,5.290898415999999,0.34871297824247444,0.19607845000000002,0.0045282389902919174,5401.5,5401.5,2802.2641738422876,332.0,332.0,55.154328932550705,-0.0063278636619999995,0.06996763656756326,0.005667379194000002,0.11548735903262458,0.003536785532,0.04888841005572034,4,0.19607845000000002,0.0045282389902919174
arcadia,3,-0.6740156658000003,0.24878182312204214,8.27187109,0.13418798960317452,5.201355263999999,0.240874897968213,0.209803935,0.002264119495145956,4023.5,4023.5,2885.7027740223007,348.5,348.5,280.72139213105936,0.011441289052000002,0.04996630346507399,0.009630284796000003,0.060705316633883406,0.00040481289799999885,0.04029829889986423,4,0.209803935,0.002264119495145956
