SessionID,WindowNumber,Acc_X_mean,Acc_X_std,Acc_Y_mean,Acc_Y_std,Acc_Z_mean,Acc_Z_std,Deltas_0_mean,Deltas_0_median,Deltas_0_std,Deltas_1_mean,Deltas_1_median,Deltas_1_std,Gyr_X_mean,Gyr_X_std,Gyr_Y_mean,Gyr_Y_std,Gyr_Z_mean,Gyr_Z_std,Press_count
Jo123,0,0.20791011702909093,0.2528879183818126,4.245876358181818,0.21868399560501822,8.93734899090909,0.3619213269993205,177.48837209302326,140.0,120.11866594826796,49.47727272727273,59.0,37.86726427954512,-0.00040583577999999803,0.11871856749935265,0.001574365489090911,0.11432673865863945,0.007826960902545454,0.042309846956456856,88
Jo123,1,0.17048123410370375,0.22764380600473022,4.373940987037037,0.2205513918739446,8.898765714814813,0.35854314840724966,132.4,93.5,157.04620404225514,68.74,75.5,33.241730596664546,-0.01601046020185185,0.10980551834468362,0.001544134494444444,0.18213649587456143,0.002762332552592592,0.0355670371432582,100
Jo123,2,0.14504952129090912,0.23308314511040018,4.271386252727273,0.2054038617773466,8.819637732727273,0.3787879476270957,116.34782608695652,105.5,96.45821602960282,196.34426229508196,82.0,249.75614008107334,0.017675774176363634,0.11631239142780084,-0.008066197867636361,0.11479685446679759,-0.0030242272076363647,0.038229742253623175,107
